Wähle das Verfahren (n = 5000) (1) exp. Euler, (2) Runge-Kutter, (3) leap-frog, (4) Verlet Verfahren: 
Verfahren: Runge-Kutter
0 0 1
7.01 -0.355466 -0.933825 0.499192
7.02 -0.360135 -0.932024 0.499183
7.03 -0.364795 -0.9302 0.499173
7.04 -0.369446 -0.928352 0.499164
7.05 -0.374087 -0.926482 0.499155
7.06 -0.378719 -0.924588 0.499146
7.07 -0.383342 -0.922672 0.499137
7.08 -0.387956 -0.920732 0.499128
7.09 -0.392559 -0.918769 0.499119
7.1 -0.397153 -0.916783 0.499111
7.11 -0.401737 -0.914774 0.499102
7.12 -0.40631 -0.912743 0.499094
7.13 -0.410874 -0.910688 0.499085
7.14 -0.415427 -0.908611 0.499077
7.15 -0.41997 -0.906511 0.499069
7.16 -0.424503 -0.904389 0.499061
7.17 -0.429025 -0.902244 0.499053
7.18 -0.433536 -0.900076 0.499045
7.19 -0.438036 -0.897886 0.499037
7.2 -0.442525 -0.895673 0.499029
7.21 -0.447003 -0.893438 0.499022
7.22 -0.451471 -0.89118 0.499014
7.23 -0.455926 -0.888901 0.499007
7.24 -0.460371 -0.886599 0.498999
7.25 -0.464804 -0.884275 0.498992
7.26 -0.469225 -0.881929 0.498985
7.27 -0.473634 -0.87956 0.498978
7.28 -0.478032 -0.87717 0.498971
7.29 -0.482418 -0.874758 0.498964
7.3 -0.486791 -0.872324 0.498958
7.31 -0.491153 -0.869868 0.498951
7.32 -0.495502 -0.867391 0.498944
7.33 -0.499839 -0.864891 0.498938
7.34 -0.504163 -0.86237 0.498932
7.35 -0.508475 -0.859828 0.498926
7.36 -0.512774 -0.857264 0.498919
7.37 -0.51706 -0.854679 0.498914
7.38 -0.521334 -0.852072 0.498908
7.39 -0.525594 -0.849444 0.498902
7.4 -0.529841 -0.846795 0.498896
7.41 -0.534075 -0.844124 0.498891
7.42 -0.538295 -0.841433 0.498885
7.43 -0.542503 -0.83872 0.49888
7.44 -0.546696 -0.835987 0.498875
7.45 -0.550876 -0.833232 0.49887
7.46 -0.555042 -0.830457 0.498865
7.47 -0.559194 -0.827661 0.49886
7.48 -0.563332 -0.824844 0.498855
7.49 -0.567456 -0.822007 0.498851
7.5 -0.571566 -0.819149 0.498846
7.51 -0.575662 -0.81627 0.498842
7.52 -0.579743 -0.813372 0.498838
7.53 -0.58381 -0.810452 0.498834
7.54 -0.587862 -0.807513 0.49883
7.55 -0.5919 -0.804554 0.498826
7.56 -0.595922 -0.801574 0.498822
7.57 -0.59993 -0.798574 0.498818
7.58 -0.603923 -0.795554 0.498815
7.59 -0.6079 -0.792515 0.498811
7.6 -0.611863 -0.789455 0.498808
7.61 -0.61581 -0.786376 0.498805
7.62 -0.619742 -0.783278 0.498802
7.63 -0.623658 -0.780159 0.498799
7.64 -0.627559 -0.777021 0.498796
7.65 -0.631444 -0.773864 0.498793
7.66 -0.635313 -0.770687 0.498791
7.67 -0.639166 -0.767491 0.498788
7.68 -0.643004 -0.764276 0.498786
7.69 -0.646825 -0.761042 0.498784
7.7 -0.65063 -0.757789 0.498782
7.71 -0.654419 -0.754517 0.49878
7.72 -0.658192 -0.751226 0.498778
7.73 -0.661948 -0.747916 0.498776
7.74 -0.665687 -0.744587 0.498775
7.75 -0.66941 -0.74124 0.498773
7.76 -0.673116 -0.737875 0.498772
7.77 -0.676805 -0.73449 0.498771
7.78 -0.680478 -0.731088 0.49877
7.79 -0.684133 -0.727667 0.498769
7.8 -0.687771 -0.724228 0.498768
7.81 -0.691392 -0.720771 0.498767
7.82 -0.694996 -0.717296 0.498767
7.83 -0.698582 -0.713803 0.498766
7.84 -0.702151 -0.710292 0.498766
7.85 -0.705703 -0.706764 0.498766
7.86 -0.709236 -0.703217 0.498766
7.87 -0.712752 -0.699654 0.498766
7.88 -0.716251 -0.696072 0.498766
7.89 -0.719731 -0.692474 0.498766
7.9 -0.723193 -0.688857 0.498767
7.91 -0.726637 -0.685224 0.498767
7.92 -0.730063 -0.681574 0.498768
7.93 -0.733471 -0.677906 0.498769
7.94 -0.736861 -0.674222 0.498769
7.95 -0.740232 -0.670521 0.49877
7.96 -0.743584 -0.666803 0.498772
7.97 -0.746918 -0.663068 0.498773
7.98 -0.750233 -0.659317 0.498774
7.99 -0.75353 -0.655549 0.498776
8 -0.756808 -0.651765 0.498778
8.01 -0.760066 -0.647964 0.498779
8.02 -0.763306 -0.644148 0.498781
8.03 -0.766527 -0.640315 0.498783
8.04 -0.769728 -0.636466 0.498785
8.05 -0.77291 -0.632602 0.498788
8.06 -0.776073 -0.628721 0.49879
8.07 -0.779217 -0.624825 0.498793
8.08 -0.782341 -0.620913 0.498795
8.09 -0.785445 -0.616986 0.498798
8.1 -0.78853 -0.613043 0.498801
8.11 -0.791595 -0.609085 0.498804
8.12 -0.794641 -0.605112 0.498807
8.13 -0.797666 -0.601123 0.49881
8.14 -0.800672 -0.59712 0.498814
8.15 -0.803657 -0.593101 0.498817
8.16 -0.806623 -0.589068 0.498821
8.17 -0.809568 -0.58502 0.498825
8.18 -0.812493 -0.580958 0.498828
8.19 -0.815398 -0.576881 0.498832
8.2 -0.818282 -0.572789 0.498837
8.21 -0.821146 -0.568683 0.498841
8.22 -0.823989 -0.564563 0.498845
8.23 -0.826812 -0.560429 0.49885
8.24 -0.829614 -0.556281 0.498854
8.25 -0.832395 -0.552119 0.498859
8.26 -0.835156 -0.547943 0.498864
8.27 -0.837896 -0.543753 0.498868
8.28 -0.840614 -0.53955 0.498873
8.29 -0.843312 -0.535334 0.498879
8.3 -0.845989 -0.531104 0.498884
8.31 -0.848644 -0.52686 0.498889
8.32 -0.851278 -0.522604 0.498895
8.33 -0.853891 -0.518334 0.4989
8.34 -0.856483 -0.514052 0.498906
8.35 -0.859053 -0.509756 0.498912
8.36 -0.861602 -0.505448 0.498918
8.37 -0.864129 -0.501127 0.498924
8.38 -0.866635 -0.496794 0.49893
8.39 -0.869118 -0.492448 0.498936
8.4 -0.871581 -0.48809 0.498943
8.41 -0.874021 -0.48372 0.498949
8.42 -0.87644 -0.479338 0.498956
8.43 -0.878836 -0.474944 0.498962
8.44 -0.881211 -0.470537 0.498969
8.45 -0.883563 -0.466119 0.498976
8.46 -0.885894 -0.46169 0.498983
8.47 -0.888202 -0.457249 0.49899
8.48 -0.890489 -0.452796 0.498997
8.49 -0.892753 -0.448332 0.499004
8.5 -0.894994 -0.443857 0.499012
8.51 -0.897213 -0.439371 0.499019
8.52 -0.89941 -0.434874 0.499027
8.53 -0.901584 -0.430366 0.499035
8.54 -0.903736 -0.425847 0.499042
8.55 -0.905865 -0.421318 0.49905
8.56 -0.907972 -0.416778 0.499058
8.57 -0.910056 -0.412227 0.499066
8.58 -0.912117 -0.407667 0.499075
8.59 -0.914155 -0.403096 0.499083
8.6 -0.916171 -0.398515 0.499091
8.61 -0.918163 -0.393924 0.4991
8.62 -0.920133 -0.389323 0.499108
8.63 -0.922079 -0.384712 0.499117
8.64 -0.924003 -0.380092 0.499126
8.65 -0.925903 -0.375463 0.499134
8.66 -0.92778 -0.370824 0.499143
8.67 -0.929635 -0.366175 0.499152
8.68 -0.931465 -0.361518 0.499161
8.69 -0.933273 -0.356852 0.499171
8.7 -0.935057 -0.352176 0.49918
8.71 -0.936818 -0.347492 0.499189
8.72 -0.938555 -0.342799 0.499199
8.73 -0.940269 -0.338098 0.499208
8.74 -0.94196 -0.333388 0.499218
8.75 -0.943627 -0.328669 0.499227
8.76 -0.94527 -0.323943 0.499237
8.77 -0.94689 -0.319208 0.499247
8.78 -0.948486 -0.314466 0.499257
8.79 -0.950058 -0.309715 0.499267
8.8 -0.951606 -0.304957 0.499277
8.81 -0.953131 -0.300191 0.499287
8.82 -0.954632 -0.295418 0.499297
8.83 -0.956109 -0.290638 0.499307
8.84 -0.957562 -0.28585 0.499318
8.85 -0.958992 -0.281055 0.499328
8.86 -0.960397 -0.276252 0.499339
8.87 -0.961778 -0.271443 0.499349
8.88 -0.963135 -0.266628 0.49936
8.89 -0.964468 -0.261805 0.499371
8.9 -0.965777 -0.256976 0.499381
8.91 -0.967062 -0.252141 0.499392
8.92 -0.968323 -0.247299 0.499403
8.93 -0.969559 -0.242451 0.499414
8.94 -0.970771 -0.237597 0.499425
8.95 -0.971959 -0.232737 0.499436
8.96 -0.973123 -0.227871 0.499447
8.97 -0.974262 -0.223 0.499458
8.98 -0.975377 -0.218123 0.499469
8.99 -0.976468 -0.213241 0.499481
9 -0.977534 -0.208353 0.499492
9.01 -0.978576 -0.20346 0.499503
9.02 -0.979593 -0.198562 0.499515
9.03 -0.980586 -0.193659 0.499526
9.04 -0.981554 -0.188751 0.499538
9.05 -0.982498 -0.183838 0.499549
9.06 -0.983417 -0.178921 0.499561
9.07 -0.984312 -0.173999 0.499573
9.08 -0.985182 -0.169073 0.499584
9.09 -0.986027 -0.164143 0.499596
9.1 -0.986848 -0.159209 0.499608
9.11 -0.987644 -0.15427 0.49962
9.12 -0.988415 -0.149328 0.499632
9.13 -0.989162 -0.144382 0.499644
9.14 -0.989884 -0.139433 0.499655
9.15 -0.990581 -0.134479 0.499667
9.16 -0.991253 -0.129523 0.499679
9.17 -0.991901 -0.124563 0.499692
9.18 -0.992523 -0.119601 0.499704
9.19 -0.993121 -0.114635 0.499716
9.2 -0.993695 -0.109666 0.499728
9.21 -0.994243 -0.104695 0.49974
9.22 -0.994766 -0.0997211 0.499752
9.23 -0.995265 -0.0947446 0.499765
9.24 -0.995739 -0.0897658 0.499777
9.25 -0.996188 -0.0847848 0.499789
9.26 -0.996611 -0.0798016 0.499801
9.27 -0.99701 -0.0748164 0.499814
9.28 -0.997385 -0.0698294 0.499826
9.29 -0.997734 -0.0648406 0.499838
9.3 -0.998058 -0.0598502 0.499851
9.31 -0.998357 -0.0548582 0.499863
9.32 -0.998631 -0.049865 0.499876
9.33 -0.998881 -0.0448704 0.499888
9.34 -0.999105 -0.0398748 0.4999
9.35 -0.999304 -0.0348781 0.499913
9.36 -0.999479 -0.0298806 0.499925
9.37 -0.999628 -0.0248824 0.499938
9.38 -0.999753 -0.0198835 0.49995
9.39 -0.999852 -0.0148841 0.499963
9.4 -0.999926 -0.00988432 0.499975
9.41 -0.999976 -0.00488432 0.499988
9.42 -1 0.000115807 0.5
9.43 -1 0.00511593 0.500013
9.44 -0.999974 0.0101159 0.500025
9.45 -0.999924 0.0151157 0.500038
9.46 -0.999848 0.020115 0.50005
9.47 -0.999747 0.0251139 0.500063
9.48 -0.999622 0.0301121 0.500075
9.49 -0.999471 0.0351096 0.500088
9.5 -0.999296 0.0401062 0.5001
9.51 -0.999095 0.0451018 0.500113
9.52 -0.99887 0.0500963 0.500125
9.53 -0.998619 0.0550895 0.500138
9.54 -0.998344 0.0600814 0.50015
9.55 -0.998043 0.0650717 0.500162
9.56 -0.997718 0.0700604 0.500175
9.57 -0.997368 0.0750474 0.500187
9.58 -0.996993 0.0800325 0.5002
9.59 -0.996592 0.0850155 0.500212
9.6 -0.996167 0.0899965 0.500224
9.61 -0.995717 0.0949752 0.500237
9.62 -0.995242 0.0999516 0.500249
9.63 -0.994743 0.104925 0.500261
9.64 -0.994218 0.109897 0.500273
9.65 -0.993669 0.114865 0.500286
9.66 -0.993094 0.119831 0.500298
9.67 -0.992495 0.124793 0.50031
9.68 -0.991871 0.129753 0.500322
9.69 -0.991222 0.134709 0.500334
9.7 -0.990549 0.139662 0.500346
9.71 -0.989851 0.144611 0.500358
9.72 -0.989128 0.149557 0.50037
9.73 -0.98838 0.154499 0.500382
9.74 -0.987607 0.159437 0.500394
9.75 -0.98681 0.164371 0.500406
9.76 -0.985988 0.169301 0.500418
9.77 -0.985142 0.174227 0.50043
9.78 -0.984271 0.179149 0.500442
9.79 -0.983375 0.184066 0.500453
9.8 -0.982455 0.188978 0.500465
9.81 -0.98151 0.193886 0.500477
9.82 -0.98054 0.198789 0.500488
9.83 -0.979547 0.203686 0.5005
9.84 -0.978528 0.208579 0.500511
9.85 -0.977485 0.213467 0.500523
9.86 -0.976418 0.218349 0.500534
9.87 -0.975326 0.223226 0.500546
9.88 -0.97421 0.228097 0.500557
9.89 -0.97307 0.232962 0.500568
9.9 -0.971905 0.237822 0.500579
9.91 -0.970716 0.242676 0.50059
9.92 -0.969502 0.247523 0.500601
9.93 -0.968265 0.252365 0.500612
9.94 -0.967003 0.2572 0.500623
9.95 -0.965717 0.262029 0.500634
9.96 -0.964407 0.266851 0.500645
9.97 -0.963073 0.271666 0.500656
9.98 -0.961714 0.276475 0.500667
9.99 -0.960332 0.281277 0.500677
10 -0.958926 0.286072 0.500688
10.01 -0.957495 0.290859 0.500698
10.02 -0.956041 0.295639 0.500709
10.03 -0.954563 0.300412 0.500719
10.04 -0.953061 0.305178 0.500729
10.05 -0.951535 0.309936 0.50074
10.06 -0.949986 0.314686 0.50075
10.07 -0.948412 0.319428 0.50076
10.08 -0.946815 0.324162 0.50077
10.09 -0.945194 0.328888 0.50078
10.1 -0.94355 0.333606 0.50079
10.11 -0.941882 0.338316 0.500799
10.12 -0.94019 0.343017 0.500809
10.13 -0.938475 0.347709 0.500819
10.14 -0.936737 0.352393 0.500828
10.15 -0.934975 0.357068 0.500838
10.16 -0.93319 0.361734 0.500847
10.17 -0.931381 0.366391 0.500856
10.18 -0.929549 0.371039 0.500866
10.19 -0.927694 0.375677 0.500875
10.2 -0.925816 0.380307 0.500884
10.21 -0.923914 0.384926 0.500893
10.22 -0.921989 0.389536 0.500902
10.23 -0.920042 0.394137 0.50091
10.24 -0.918071 0.398727 0.500919
10.25 -0.916078 0.403308 0.500928
10.26 -0.914061 0.407878 0.500936
10.27 -0.912022 0.412438 0.500945
10.28 -0.90996 0.416988 0.500953
10.29 -0.907875 0.421528 0.500961
10.3 -0.905767 0.426057 0.500969
10.31 -0.903637 0.430575 0.500977
10.32 -0.901484 0.435082 0.500985
10.33 -0.899309 0.439579 0.500993
10.34 -0.897111 0.444065 0.501001
10.35 -0.894891 0.448539 0.501008
10.36 -0.892648 0.453003 0.501016
10.37 -0.890383 0.457455 0.501023
10.38 -0.888096 0.461895 0.501031
10.39 -0.885786 0.466324 0.501038
10.4 -0.883455 0.470742 0.501045
10.41 -0.881101 0.475147 0.501052
10.42 -0.878726 0.479541 0.501059
10.43 -0.876328 0.483923 0.501066
10.44 -0.873908 0.488293 0.501073
10.45 -0.871467 0.49265 0.501079
10.46 -0.869004 0.496995 0.501086
10.47 -0.866519 0.501328 0.501092
10.48 -0.864012 0.505648 0.501099
10.49 -0.861484 0.509955 0.501105
10.5 -0.858934 0.51425 0.501111
10.51 -0.856363 0.518532 0.501117
10.52 -0.853771 0.522801 0.501123
10.53 -0.851157 0.527057 0.501128
10.54 -0.848521 0.5313 0.501134
10.55 -0.845865 0.535529 0.50114
10.56 -0.843187 0.539745 0.501145
10.57 -0.840489 0.543948 0.50115
10.58 -0.837769 0.548137 0.501155
10.59 -0.835028 0.552312 0.501161
10.6 -0.832267 0.556473 0.501165
10.61 -0.829485 0.560621 0.50117
10.62 -0.826682 0.564754 0.501175
10.63 -0.823858 0.568874 0.50118
10.64 -0.821014 0.572979 0.501184
10.65 -0.818149 0.57707 0.501189
10.66 -0.815264 0.581146 0.501193
10.67 -0.812358 0.585208 0.501197
10.68 -0.809432 0.589255 0.501201
10.69 -0.806486 0.593288 0.501205
10.7 -0.803519 0.597306 0.501209
10.71 -0.800533 0.601308 0.501212
10.72 -0.797526 0.605296 0.501216
10.73 -0.7945 0.609269 0.501219
10.74 -0.791454 0.613226 0.501223
10.75 -0.788388 0.617168 0.501226
10.76 -0.785302 0.621095 0.501229
10.77 -0.782197 0.625006 0.501232
10.78 -0.779072 0.628901 0.501235
10.79 -0.775927 0.632781 0.501237
10.8 -0.772763 0.636645 0.50124
10.81 -0.76958 0.640493 0.501242
10.82 -0.766378 0.644325 0.501245
10.83 -0.763156 0.648141 0.501247
10.84 -0.759916 0.65194 0.501249
10.85 -0.756656 0.655724 0.501251
10.86 -0.753377 0.659491 0.501253
10.87 -0.75008 0.663241 0.501255
10.88 -0.746764 0.666975 0.501256
10.89 -0.743429 0.670692 0.501258
10.9 -0.740076 0.674393 0.501259
10.91 -0.736704 0.678077 0.50126
10.92 -0.733314 0.681743 0.501261
10.93 -0.729905 0.685393 0.501262
10.94 -0.726478 0.689025 0.501263
10.95 -0.723033 0.692641 0.501264
10.96 -0.71957 0.696239 0.501265
10.97 -0.716089 0.699819 0.501265
10.98 -0.71259 0.703382 0.501265
10.99 -0.709073 0.706928 0.501266
11 -0.705538 0.710455 0.501266
11.01 -0.701986 0.713965 0.501266
11.02 -0.698417 0.717458 0.501265
11.03 -0.694829 0.720932 0.501265
11.04 -0.691225 0.724388 0.501265
11.05 -0.687603 0.727826 0.501264
11.06 -0.683964 0.731246 0.501264
11.07 -0.680308 0.734648 0.501263
11.08 -0.676635 0.738031 0.501262
11.09 -0.672945 0.741396 0.501261
11.1 -0.669238 0.744742 0.50126
11.11 -0.665514 0.74807 0.501259
11.12 -0.661774 0.751379 0.501257
11.13 -0.658017 0.754669 0.501256
11.14 -0.654244 0.75794 0.501254
11.15 -0.650454 0.761192 0.501252
11.16 -0.646648 0.764426 0.50125
11.17 -0.642826 0.76764 0.501248
11.18 -0.638988 0.770835 0.501246
11.19 -0.635134 0.774011 0.501244
11.2 -0.631264 0.777167 0.501242
11.21 -0.627378 0.780304 0.501239
11.22 -0.623477 0.783422 0.501236
11.23 -0.61956 0.786519 0.501234
11.24 -0.615627 0.789598 0.501231
11.25 -0.61168 0.792656 0.501228
11.26 -0.607716 0.795695 0.501225
11.27 -0.603738 0.798713 0.501221
11.28 -0.599745 0.801712 0.501218
11.29 -0.595736 0.804691 0.501215
11.3 -0.591713 0.80765 0.501211
11.31 -0.587675 0.810588 0.501207
11.32 -0.583622 0.813506 0.501203
11.33 -0.579554 0.816404 0.501199
11.34 -0.575472 0.819282 0.501195
11.35 -0.571376 0.822139 0.501191
11.36 -0.567265 0.824975 0.501187
11.37 -0.563141 0.827791 0.501182
11.38 -0.559002 0.830586 0.501178
11.39 -0.554849 0.83336 0.501173
11.4 -0.550682 0.836114 0.501168
11.41 -0.546502 0.838846 0.501164
11.42 -0.542308 0.841558 0.501159
11.43 -0.5381 0.844248 0.501153
11.44 -0.533879 0.846918 0.501148
11.45 -0.529644 0.849566 0.501143
11.46 -0.525397 0.852193 0.501137
11.47 -0.521136 0.854799 0.501132
11.48 -0.516862 0.857383 0.501126
11.49 -0.512575 0.859946 0.50112
11.5 -0.508276 0.862488 0.501114
11.51 -0.503963 0.865008 0.501108
11.52 -0.499638 0.867506 0.501102
11.53 -0.495301 0.869982 0.501096
11.54 -0.490951 0.872437 0.50109
11.55 -0.486589 0.87487 0.501083
11.56 -0.482215 0.877281 0.501077
11.57 -0.477828 0.879671 0.50107
11.58 -0.47343 0.882038 0.501063
11.59 -0.46902 0.884383 0.501056
11.6 -0.464598 0.886706 0.501049
11.61 -0.460165 0.889007 0.501042
11.62 -0.45572 0.891285 0.501035
11.63 -0.451264 0.893542 0.501028
11.64 -0.446796 0.895776 0.501021
11.65 -0.442317 0.897988 0.501013
11.66 -0.437827 0.900177 0.501005
11.67 -0.433327 0.902343 0.500998
11.68 -0.428815 0.904488 0.50099
11.69 -0.424293 0.906609 0.500982
11.7 -0.41976 0.908708 0.500974
11.71 -0.415216 0.910784 0.500966
11.72 -0.410663 0.912837 0.500958
11.73 -0.406098 0.914868 0.50095
11.74 -0.401524 0.916876 0.500941
11.75 -0.39694 0.91886 0.500933
11.76 -0.392346 0.920822 0.500924
11.77 -0.387742 0.922761 0.500916
11.78 -0.383128 0.924677 0.500907
11.79 -0.378505 0.926569 0.500898
11.8 -0.373872 0.928439 0.500889
11.81 -0.36923 0.930285 0.50088
11.82 -0.364579 0.932108 0.500871
11.83 -0.359918 0.933907 0.500862
11.84 -0.355249 0.935684 0.500853
11.85 -0.350571 0.937437 0.500844
11.86 -0.345884 0.939166 0.500834
11.87 -0.341188 0.940872 0.500825
11.88 -0.336484 0.942554 0.500815
11.89 -0.331771 0.944213 0.500805
11.9 -0.32705 0.945849 0.500796
11.91 -0.322321 0.94746 0.500786
11.92 -0.317584 0.949048 0.500776
11.93 -0.312839 0.950612 0.500766
11.94 -0.308086 0.952153 0.500756
11.95 -0.303325 0.95367 0.500746
11.96 -0.298557 0.955162 0.500736
11.97 -0.293781 0.956631 0.500725
11.98 -0.288998 0.958076 0.500715
11.99 -0.284208 0.959497 0.500705
12 -0.27941 0.960895 0.500694
12.01 -0.274606 0.962268 0.500684
12.02 -0.269795 0.963617 0.500673
12.03 -0.264977 0.964942 0.500662
12.04 -0.260152 0.966242 0.500652
12.05 -0.255321 0.967519 0.500641
12.06 -0.250484 0.968771 0.50063
12.07 -0.24564 0.97 0.500619
12.08 -0.24079 0.971204 0.500608
12.09 -0.235934 0.972383 0.500597
12.1 -0.231072 0.973539 0.500586
12.11 -0.226205 0.97467 0.500575
12.12 -0.221332 0.975776 0.500564
12.13 -0.216453 0.976859 0.500552
12.14 -0.211569 0.977917 0.500541
12.15 -0.206679 0.97895 0.50053
12.16 -0.201785 0.979959 0.500518
12.17 -0.196885 0.980943 0.500507
12.18 -0.19198 0.981903 0.500495
12.19 -0.187071 0.982839 0.500484
12.2 -0.182157 0.98375 0.500472
12.21 -0.177238 0.984636 0.50046
12.22 -0.172315 0.985497 0.500449
12.23 -0.167388 0.986334 0.500437
12.24 -0.162456 0.987147 0.500425
12.25 -0.157521 0.987934 0.500413
12.26 -0.152581 0.988697 0.500402
12.27 -0.147638 0.989435 0.50039
12.28 -0.142691 0.990149 0.500378
12.29 -0.13774 0.990838 0.500366
12.3 -0.132786 0.991502 0.500354
12.31 -0.127829 0.992141 0.500342
12.32 -0.122868 0.992755 0.50033
12.33 -0.117904 0.993345 0.500317
12.34 -0.112938 0.993909 0.500305
12.35 -0.107968 0.994449 0.500293
12.36 -0.102996 0.994964 0.500281
12.37 -0.0980215 0.995454 0.500269
12.38 -0.0930444 0.995919 0.500256
12.39 -0.0880649 0.99636 0.500244
12.4 -0.0830832 0.996775 0.500232
12.41 -0.0780995 0.997166 0.50022
12.42 -0.0731138 0.997531 0.500207
12.43 -0.0681262 0.997872 0.500195
12.44 -0.063137 0.998188 0.500182
12.45 -0.0581462 0.998478 0.50017
12.46 -0.0531539 0.998744 0.500158
12.47 -0.0481603 0.998985 0.500145
12.48 -0.0431655 0.999201 0.500133
12.49 -0.0381696 0.999392 0.50012
12.5 -0.0331728 0.999558 0.500108
12.51 -0.0281752 0.999698 0.500095
12.52 -0.0231768 0.999814 0.500083
12.53 -0.0181778 0.999905 0.50007
12.54 -0.0131784 0.999971 0.500058
12.55 -0.00817871 1.00001 0.500045
12.56 -0.00317877 1.00003 0.500033
12.57 0.00182124 1.00002 0.50002
12.58 0.00682121 0.999985 0.500008
12.59 0.011821 0.999926 0.499995
12.6 0.0168205 0.999841 0.499983
12.61 0.0218196 0.999732 0.49997
12.62 0.0268181 0.999598 0.499958
12.63 0.031816 0.999439 0.499945
12.64 0.0368131 0.999255 0.499933
12.65 0.0418092 0.999046 0.499921
12.66 0.0468043 0.998812 0.499908
12.67 0.0517983 0.998553 0.499896
12.68 0.0567909 0.998269 0.499883
12.69 0.0617821 0.99796 0.499871
12.7 0.0667718 0.997626 0.499858
12.71 0.0717598 0.997267 0.499846
12.72 0.076746 0.996884 0.499834
12.73 0.0817303 0.996475 0.499821
12.74 0.0867126 0.996042 0.499809
12.75 0.0916926 0.995583 0.499797
12.76 0.0966704 0.9951 0.499784
12.77 0.101646 0.994591 0.499772
12.78 0.106619 0.994058 0.49976
12.79 0.111589 0.9935 0.499748
12.8 0.116556 0.992918 0.499735
12.81 0.121521 0.99231 0.499723
12.82 0.126482 0.991678 0.499711
12.83 0.13144 0.99102 0.499699
12.84 0.136395 0.990338 0.499687
12.85 0.141347 0.989632 0.499675
12.86 0.146295 0.9889 0.499663
12.87 0.151239 0.988144 0.499651
12.88 0.15618 0.987363 0.499639
12.89 0.161117 0.986557 0.499627
12.9 0.166049 0.985727 0.499615
12.91 0.170978 0.984872 0.499603
12.92 0.175902 0.983993 0.499592
12.93 0.180822 0.983089 0.49958
12.94 0.185737 0.98216 0.499568
12.95 0.190648 0.981207 0.499556
12.96 0.195554 0.980229 0.499545
12.97 0.200455 0.979226 0.499533
12.98 0.205351 0.9782 0.499522
12.99 0.210242 0.977148 0.49951
13 0.215127 0.976073 0.499499
13.01 0.220008 0.974973 0.499488
13.02 0.224882 0.973848 0.499476
13.03 0.229751 0.972699 0.499465
13.04 0.234615 0.971526 0.499454
13.05 0.239472 0.970329 0.499443
13.06 0.244324 0.969107 0.499432
13.07 0.249169 0.967861 0.499421
13.08 0.254008 0.966591 0.49941
13.09 0.258841 0.965297 0.499399
13.1 0.263668 0.963979 0.499388
13.11 0.268487 0.962636 0.499377
13.12 0.2733 0.96127 0.499366
13.13 0.278107 0.959879 0.499356
13.14 0.282906 0.958465 0.499345
13.15 0.287698 0.957026 0.499335
13.16 0.292483 0.955564 0.499324
13.17 0.297261 0.954077 0.499314
13.18 0.302031 0.952567 0.499303
13.19 0.306794 0.951033 0.499293
13.2 0.311549 0.949475 0.499283
13.21 0.316296 0.947894 0.499273
13.22 0.321035 0.946289 0.499263
13.23 0.325767 0.94466 0.499253
13.24 0.33049 0.943007 0.499243
13.25 0.335205 0.941331 0.499233
13.26 0.339911 0.939632 0.499224
13.27 0.344609 0.937908 0.499214
13.28 0.349299 0.936162 0.499204
13.29 0.35398 0.934392 0.499195
13.3 0.358651 0.932599 0.499186
13.31 0.363314 0.930782 0.499176
13.32 0.367968 0.928942 0.499167
13.33 0.372613 0.927079 0.499158
13.34 0.377248 0.925193 0.499149
13.35 0.381874 0.923283 0.49914
13.36 0.38649 0.921351 0.499131
13.37 0.391097 0.919395 0.499122
13.38 0.395694 0.917417 0.499114
13.39 0.400281 0.915415 0.499105
13.4 0.404858 0.913391 0.499096
13.41 0.409424 0.911344 0.499088
13.42 0.413981 0.909274 0.49908
13.43 0.418527 0.907181 0.499071
13.44 0.423063 0.905066 0.499063
13.45 0.427588 0.902928 0.499055
13.46 0.432103 0.900767 0.499047
13.47 0.436607 0.898584 0.499039
13.48 0.441099 0.896379 0.499032
13.49 0.445581 0.894151 0.499024
13.5 0.450052 0.8919 0.499016
13.51 0.454511 0.889628 0.499009
13.52 0.458959 0.887333 0.499002
13.53 0.463396 0.885016 0.498994
13.54 0.467821 0.882677 0.498987
13.55 0.472234 0.880316 0.49898
13.56 0.476635 0.877932 0.498973
13.57 0.481025 0.875527 0.498966
13.58 0.485403 0.8731 0.49896
13.59 0.489768 0.870651 0.498953
13.6 0.494121 0.86818 0.498946
13.61 0.498462 0.865688 0.49894
13.62 0.50279 0.863174 0.498934
13.63 0.507106 0.860638 0.498928
13.64 0.511409 0.858081 0.498921
13.65 0.515699 0.855503 0.498915
13.66 0.519977 0.852903 0.49891
13.67 0.524241 0.850282 0.498904
13.68 0.528492 0.847639 0.498898
13.69 0.532731 0.844975 0.498893
13.7 0.536955 0.84229 0.498887
13.71 0.541167 0.839585 0.498882
13.72 0.545364 0.836858 0.498877
13.73 0.549549 0.83411 0.498872
13.74 0.553719 0.831341 0.498867
13.75 0.557876 0.828552 0.498862
13.76 0.562018 0.825742 0.498857
13.77 0.566147 0.822911 0.498852
13.78 0.570261 0.820059 0.498848
13.79 0.574362 0.817188 0.498843
13.8 0.578447 0.814295 0.498839
13.81 0.582519 0.811383 0.498835
13.82 0.586576 0.80845 0.498831
13.83 0.590618 0.805496 0.498827
13.84 0.594645 0.802523 0.498823
13.85 0.598658 0.79953 0.498819
13.86 0.602655 0.796516 0.498816
13.87 0.606638 0.793483 0.498812
